Pesticide_Name,variable,relationship,n,spearman_rho,p_value,p_value_fdr_bh,significant_fdr_0_05
3-Phenoxybenzoic acid,Specific_Conductance,log10_value_vs_env_among_non_nondetects,19,,,,False
4-Hydroxychlorothalonil,Discharge_cfs,non_nondetect_status_vs_env,8750,-0.323337799587363,4.522471608542904e-212,2.3445444917972425e-210,True
4-Hydroxychlorothalonil,Discharge_cfs,log10_value_vs_env_among_non_nondetects,1226,-0.1355105326888166,1.917360155480145e-06,3.478084259940963e-06,True
4-Hydroxychlorothalonil,Water_Temperature_C,non_nondetect_status_vs_env,8825,0.007322047545729071,0.49160663630396906,0.545921687440146,False
4-Hydroxychlorothalonil,Water_Temperature_C,log10_value_vs_env_among_non_nondetects,1229,0.1854417683396456,5.702419516381325e-11,1.2131497243273446e-10,True
4-Hydroxychlorothalonil,Dissolved_Oxygen_mg_L,non_nondetect_status_vs_env,8731,-0.03102605735354589,0.0037393473457897537,0.005572249826933294,True
4-Hydroxychlorothalonil,Dissolved_Oxygen_mg_L,log10_value_vs_env_among_non_nondetects,1221,-0.07272391236086481,0.011023862678205772,0.015714189201205046,True
4-Hydroxychlorothalonil,pH,non_nondetect_status_vs_env,8737,-0.2619733093195199,4.505487133409511e-137,6.163756703344957e-136,True
4-Hydroxychlorothalonil,pH,log10_value_vs_env_among_non_nondetects,1216,-0.06357968790111573,0.026618810100813472,0.03667066846056122,True
4-Hydroxychlorothalonil,Turbidity_FNU,non_nondetect_status_vs_env,2050,-0.09479313677845505,1.7156481916990614e-05,3.02310101757348e-05,True
4-Hydroxychlorothalonil,Turbidity_FNU,log10_value_vs_env_among_non_nondetects,291,-0.032493642643193515,0.5809071821838343,0.6301691348580141,False
4-Hydroxychlorothalonil,Specific_Conductance,non_nondetect_status_vs_env,8766,-0.13100430565567503,7.346989608748164e-35,2.495443022281704e-34,True
4-Hydroxychlorothalonil,Specific_Conductance,log10_value_vs_env_among_non_nondetects,1227,-0.05881447455363627,0.03941098791339115,0.052953106064685104,False
AMPA,Discharge_cfs,non_nondetect_status_vs_env,6936,0.025679540602824513,0.03246585575303186,0.04435349225622245,True
AMPA,Discharge_cfs,log10_value_vs_env_among_non_nondetects,6276,-0.015617817443766393,0.21605316057924298,0.2611194640129501,False
AMPA,Water_Temperature_C,non_nondetect_status_vs_env,6899,0.1769563217313651,1.2180603614966038e-49,5.285416106053545e-49,True
AMPA,Water_Temperature_C,log10_value_vs_env_among_non_nondetects,6239,0.3376589402569704,3.363186752033714e-166,6.370651828371554e-165,True
AMPA,Dissolved_Oxygen_mg_L,non_nondetect_status_vs_env,6855,-0.17774491129306783,9.106245936373894e-50,3.9688726758089755e-49,True
AMPA,Dissolved_Oxygen_mg_L,log10_value_vs_env_among_non_nondetects,6212,-0.35983765059646877,2.8640111953237376e-189,7.836252853871893e-188,True
AMPA,pH,non_nondetect_status_vs_env,6837,-0.011968649092707057,0.3224205038353449,0.3780764241402556,False
AMPA,pH,log10_value_vs_env_among_non_nondetects,6194,0.10662611093140237,3.9630705468050735e-17,9.857637597482317e-17,True
AMPA,Turbidity_FNU,non_nondetect_status_vs_env,2079,0.17431373486835813,1.1986159406793917e-15,2.865623062061167e-15,True
AMPA,Turbidity_FNU,log10_value_vs_env_among_non_nondetects,2012,0.3526644622371865,5.401910064454246e-60,2.714735415044608e-59,True
AMPA,Specific_Conductance,non_nondetect_status_vs_env,6870,0.039197755069958415,0.0011557488160411089,0.0018012857338615383,True
AMPA,Specific_Conductance,log10_value_vs_env_among_non_nondetects,6224,0.18768083996485554,1.9068860659331943e-50,8.347923444196429e-50,True
Acephate,Discharge_cfs,non_nondetect_status_vs_env,11839,-0.14461971581480848,2.3673561843153817e-56,1.1543791294805203e-55,True
Acephate,Discharge_cfs,log10_value_vs_env_among_non_nondetects,2153,-0.1871595642186116,2.01001989221537e-18,5.129195838943366e-18,True
Acephate,Water_Temperature_C,non_nondetect_status_vs_env,11944,0.2341219550958466,2.0394033524671757e-148,3.463469486517531e-147,True
Acephate,Water_Temperature_C,log10_value_vs_env_among_non_nondetects,2142,0.24230220321782145,5.4080722689485e-30,1.6594863504405835e-29,True
Acephate,Dissolved_Oxygen_mg_L,non_nondetect_status_vs_env,11828,-0.222020050869847,5.1140380314241777e-132,6.376363874623817e-131,True
Acephate,Dissolved_Oxygen_mg_L,log10_value_vs_env_among_non_nondetects,2121,-0.13373006139366495,6.289220677933705e-10,1.2772953335597317e-09,True
Acephate,pH,non_nondetect_status_vs_env,11785,-0.22399884377155496,6.328656027971059e-134,8.202271299409859e-133,True
Acephate,pH,log10_value_vs_env_among_non_nondetects,2104,0.17464401094738136,7.138224392760069e-16,1.7191078305302368e-15,True
Acephate,Turbidity_FNU,non_nondetect_status_vs_env,3145,-0.020378997870396834,0.2532360155892789,0.30271538271291226,False
Acephate,Turbidity_FNU,log10_value_vs_env_among_non_nondetects,237,-0.05918359992828432,0.3643548892712245,0.41926351160298614,False
Acephate,Specific_Conductance,non_nondetect_status_vs_env,11855,-0.07293849085741956,1.844956982153016e-15,4.400200066393997e-15,True
Acephate,Specific_Conductance,log10_value_vs_env_among_non_nondetects,2113,0.2754774844689194,4.1638335983470514e-38,1.5023355657039728e-37,True
Acetochlor,Discharge_cfs,non_nondetect_status_vs_env,11359,0.2823548762901748,3.3980682949093506e-207,1.455259682819874e-205,True
Acetochlor,Discharge_cfs,log10_value_vs_env_among_non_nondetects,2713,0.009553747367290328,0.6189049124608461,0.6655254790108444,False
Acetochlor,Water_Temperature_C,non_nondetect_status_vs_env,11442,0.264187111294229,5.2570988741492626e-182,1.2945605977592559e-180,True
Acetochlor,Water_Temperature_C,log10_value_vs_env_among_non_nondetects,2701,0.19141348420935125,1.055503185608623e-23,2.856238016001356e-23,True
Acetochlor,Dissolved_Oxygen_mg_L,non_nondetect_status_vs_env,11341,-0.2172803983852902,2.8802494594124393e-121,3.223915588092333e-120,True
Acetochlor,Dissolved_Oxygen_mg_L,log10_value_vs_env_among_non_nondetects,2680,-0.24597460904542692,3.171362568621567e-38,1.152690822912267e-37,True
Acetochlor,pH,non_nondetect_status_vs_env,11300,0.14791711299714336,2.6929454462130333e-56,1.3066754997634668e-55,True
Acetochlor,pH,log10_value_vs_env_among_non_nondetects,2662,0.018481404741504927,0.34050204760421804,0.39458178457665266,False
Acetochlor,Turbidity_FNU,non_nondetect_status_vs_env,2911,0.5271491459631095,6.160293667314259e-208,2.889471077287879e-206,True
Acetochlor,Turbidity_FNU,log10_value_vs_env_among_non_nondetects,1031,0.35573281627083775,4.0708381839513387e-32,1.2893169167820155e-31,True
Acetochlor,Specific_Conductance,non_nondetect_status_vs_env,11363,0.11389601558326078,4.00560265702252e-34,1.3329454787726969e-33,True
Acetochlor,Specific_Conductance,log10_value_vs_env_among_non_nondetects,2678,0.03643159209397093,0.059421946296981276,0.07762681313332434,False
Acetochlor ESA,Discharge_cfs,non_nondetect_status_vs_env,5938,0.1599452004225113,2.534471134144226e-35,8.698446226940985e-35,True
Acetochlor ESA,Discharge_cfs,log10_value_vs_env_among_non_nondetects,1344,-0.05032701686997456,0.06511451936225433,0.08472629005524507,False
Acetochlor ESA,Water_Temperature_C,non_nondetect_status_vs_env,5977,0.10722674956562328,9.406049052390675e-17,2.3047159991554266e-16,True
Acetochlor ESA,Water_Temperature_C,log10_value_vs_env_among_non_nondetects,1334,0.24922735089194778,2.4551501754549478e-20,6.431709901125329e-20,True
Acetochlor ESA,Dissolved_Oxygen_mg_L,non_nondetect_status_vs_env,5903,-0.04218169746058877,0.00118853355311716,0.0018465387221141998,True
Acetochlor ESA,Dissolved_Oxygen_mg_L,log10_value_vs_env_among_non_nondetects,1322,-0.17120262604802947,3.722682075578071e-10,7.671217247791631e-10,True
Acetochlor ESA,pH,non_nondetect_status_vs_env,5923,0.21353068571230605,4.8188302226649046e-62,2.4851035441491786e-61,True
Acetochlor ESA,pH,log10_value_vs_env_among_non_nondetects,1340,0.08431064275760002,0.002009010771426556,0.003058540355262995,True
Acetochlor ESA,Turbidity_FNU,non_nondetect_status_vs_env,1286,0.4023089339185201,3.258519938520697e-51,1.452326759928908e-50,True
Acetochlor ESA,Turbidity_FNU,log10_value_vs_env_among_non_nondetects,473,0.16124505493432856,0.0004305171030654657,0.0006963207660418452,True
Acetochlor ESA,Specific_Conductance,non_nondetect_status_vs_env,5948,0.1567432336763346,4.998759066629797e-34,1.6578376029058414e-33,True
Acetochlor ESA,Specific_Conductance,log10_value_vs_env_among_non_nondetects,1335,0.021936752788639484,0.42321096511617434,0.4780536704580639,False
Acetochlor OA,Discharge_cfs,non_nondetect_status_vs_env,12136,0.2868724976591278,1.3156921233566394e-228,1.1781424922784452e-226,True
Acetochlor OA,Discharge_cfs,log10_value_vs_env_among_non_nondetects,3509,-0.06278783921231143,0.00019788708269629987,0.00033037080755229725,True
Acetochlor OA,Water_Temperature_C,non_nondetect_status_vs_env,12245,0.12765309554184884,1.1785582750450893e-45,4.6809673424169874e-45,True
Acetochlor OA,Water_Temperature_C,log10_value_vs_env_among_non_nondetects,3492,0.3190987344287775,1.7426195557161858e-83,1.1920001822086411e-82,True
Acetochlor OA,Dissolved_Oxygen_mg_L,non_nondetect_status_vs_env,12130,-0.052483334268185015,7.307108322068619e-09,1.4366270852769641e-08,True
Acetochlor OA,Dissolved_Oxygen_mg_L,log10_value_vs_env_among_non_nondetects,3469,-0.2387047204104508,3.8375529222151205e-46,1.5428529095436302e-45,True
Acetochlor OA,pH,non_nondetect_status_vs_env,12092,0.25430853534192993,8.501525269393199e-178,1.8608894200782892e-176,True
Acetochlor OA,pH,log10_value_vs_env_among_non_nondetects,3454,0.12956575232681058,2.1031453139437413e-14,4.909000318091434e-14,True
Acetochlor OA,Turbidity_FNU,non_nondetect_status_vs_env,3204,0.5191380480553967,1.2173444855627225e-220,7.993895455195211e-219,True
Acetochlor OA,Turbidity_FNU,log10_value_vs_env_among_non_nondetects,1396,0.274161942956166,1.7172706001390183e-25,4.860665348094635e-25,True
Acetochlor OA,Specific_Conductance,non_nondetect_status_vs_env,12162,0.18170938120359018,8.750666977563781e-91,6.840799184841527e-90,True
Acetochlor OA,Specific_Conductance,log10_value_vs_env_among_non_nondetects,3470,0.10479121846676653,6.103917516584422e-10,1.2422228830238957e-09,True
Atrazine,Discharge_cfs,non_nondetect_status_vs_env,11919,0.13071809966613318,1.3994449466307214e-46,5.6726472116512785e-46,True
Atrazine,Discharge_cfs,log10_value_vs_env_among_non_nondetects,9041,0.3153293575658232,7.2564688660896965e-208,3.248919015044705e-206,True
Atrazine,Water_Temperature_C,non_nondetect_status_vs_env,12013,0.1783237426965282,2.11274824138604e-86,1.497163322133273e-85,True
Atrazine,Water_Temperature_C,log10_value_vs_env_among_non_nondetects,9099,0.37383759656326526,9.53719459975116e-300,3.131378893584964e-297,True
Atrazine,Dissolved_Oxygen_mg_L,non_nondetect_status_vs_env,11899,-0.12009660539811214,1.7783129682504033e-39,6.560442972758978e-39,True
Atrazine,Dissolved_Oxygen_mg_L,log10_value_vs_env_among_non_nondetects,9023,-0.2780213632651229,7.832097658401615e-160,1.4286326284306652e-158,True
Atrazine,pH,non_nondetect_status_vs_env,11848,-0.03415816130645985,0.00020020466895018818,0.00033367444825031366,True
Atrazine,pH,log10_value_vs_env_among_non_nondetects,8982,0.12696208925509112,1.3493735728293526e-33,4.4601777491171556e-33,True
Atrazine,Turbidity_FNU,non_nondetect_status_vs_env,3075,0.34474769303038255,1.541462421168518e-86,1.1002467281528915e-85,True
Atrazine,Turbidity_FNU,log10_value_vs_env_among_non_nondetects,2287,0.5340556494563644,7.7537906777211e-169,1.5274967635110567e-167,True
Atrazine,Specific_Conductance,non_nondetect_status_vs_env,11922,0.0569747143786069,4.804678600314885e-10,9.839102747006572e-10,True
Atrazine,Specific_Conductance,log10_value_vs_env_among_non_nondetects,9031,0.05238055216428784,6.340829302102405e-07,1.1718042894129209e-06,True
Azoxystrobin,Discharge_cfs,non_nondetect_status_vs_env,11632,0.06216633951898982,1.939336575121268e-11,4.1799705174933233e-11,True
Azoxystrobin,Discharge_cfs,log10_value_vs_env_among_non_nondetects,7024,-0.17097693804253636,3.1939661347685413e-47,1.3108569344779223e-46,True
Azoxystrobin,Water_Temperature_C,non_nondetect_status_vs_env,11738,0.3166831717426083,1.1091071212098518e-271,2.184941028783408e-269,True
Azoxystrobin,Water_Temperature_C,log10_value_vs_env_among_non_nondetects,7034,0.3497130642621362,1.7396322679269963e-201,7.139740766283714e-200,True
Azoxystrobin,Dissolved_Oxygen_mg_L,non_nondetect_status_vs_env,11624,-0.26060608804565333,9.065079405314164e-180,2.1259769557701075e-178,True
Azoxystrobin,Dissolved_Oxygen_mg_L,log10_value_vs_env_among_non_nondetects,6972,-0.3906134711216074,6.51946635896452e-253,8.027092954475066e-251,True
Azoxystrobin,pH,non_nondetect_status_vs_env,11571,-0.19403097048512571,1.501980282349818e-98,1.344955071013246e-97,True
Azoxystrobin,pH,log10_value_vs_env_among_non_nondetects,6924,-0.17180687154906918,5.117197765625052e-47,2.091468796323932e-46,True
Azoxystrobin,Turbidity_FNU,non_nondetect_status_vs_env,2991,0.18487602110569526,2.0950199867623423e-24,5.81294278017157e-24,True
Azoxystrobin,Turbidity_FNU,log10_value_vs_env_among_non_nondetects,2175,0.07171327131321376,0.0008172911525212761,0.0013005360019926607,True
Azoxystrobin,Specific_Conductance,non_nondetect_status_vs_env,11643,-0.13331322657547529,2.5864549765072904e-47,1.0659657539161846e-46,True
Azoxystrobin,Specific_Conductance,log10_value_vs_env_among_non_nondetects,6963,-0.15394433586391013,3.4442772067473817e-38,1.2472842090610922e-37,True
Bentazon,Discharge_cfs,non_nondetect_status_vs_env,9632,0.03592197658848625,0.00042162881510438905,0.0006830664192069461,True
Bentazon,Discharge_cfs,log10_value_vs_env_among_non_nondetects,2783,-0.25902991670646247,6.641578233649303e-44,2.6167818240578254e-43,True
Bentazon,Water_Temperature_C,non_nondetect_status_vs_env,9701,0.09809392666865013,3.5352177162410433e-22,9.36072432929416e-22,True
Bentazon,Water_Temperature_C,log10_value_vs_env_among_non_nondetects,2769,0.10338845260777853,4.9640265893092834e-08,9.475903469902412e-08,True
Bentazon,Dissolved_Oxygen_mg_L,non_nondetect_status_vs_env,9602,-0.10300668662749649,4.540377417789574e-24,1.2492379208164052e-23,True
Bentazon,Dissolved_Oxygen_mg_L,log10_value_vs_env_among_non_nondetects,2747,-0.20588218883505324,1.1182369319050529e-27,3.317660776886979e-27,True
Bentazon,pH,non_nondetect_status_vs_env,9564,0.021252390826684193,0.03767661834620834,0.05097729267996595,False
Bentazon,pH,log10_value_vs_env_among_non_nondetects,2725,-0.06912865416405162,0.00030468179322753515,0.0004968734541872883,True
Bentazon,Turbidity_FNU,non_nondetect_status_vs_env,2356,0.06780350519892665,0.000990773147144086,0.0015564777510955737,True
Bentazon,Turbidity_FNU,log10_value_vs_env_among_non_nondetects,807,-0.10652713448858978,0.0024444770143232353,0.0036929599066079554,True
Bentazon,Specific_Conductance,non_nondetect_status_vs_env,9628,-0.0007494821134185234,0.9413832381152275,0.949699116749866,False
Bentazon,Specific_Conductance,log10_value_vs_env_among_non_nondetects,2749,0.010970961261787624,0.5653094636750644,0.6146024522295126,False
Bromacil,Discharge_cfs,non_nondetect_status_vs_env,5922,-0.15093316881056323,1.6223746248137468e-31,5.105555927928245e-31,True
Bromacil,Discharge_cfs,log10_value_vs_env_among_non_nondetects,2550,-0.22051193258330387,1.8702830159548486e-29,5.703494646178099e-29,True
Bromacil,Water_Temperature_C,non_nondetect_status_vs_env,5957,0.134927885550158,1.323758681991255e-25,3.768503762316145e-25,True
Bromacil,Water_Temperature_C,log10_value_vs_env_among_non_nondetects,2559,0.14075858351078693,8.511816442885856e-13,1.9273883209753032e-12,True
Bromacil,Dissolved_Oxygen_mg_L,non_nondetect_status_vs_env,5885,-0.14044465386325455,2.60819950030299e-27,7.600818070409601e-27,True
Bromacil,Dissolved_Oxygen_mg_L,log10_value_vs_env_among_non_nondetects,2538,-0.11587571641073742,4.7842618194593395e-09,9.539469417343015e-09,True
Bromacil,pH,non_nondetect_status_vs_env,5882,0.02659599713685472,0.041381617865503775,0.05523156314027265,False
Bromacil,pH,log10_value_vs_env_among_non_nondetects,2537,0.09710026960252806,9.584618635421223e-07,1.7548047129906887e-06,True
Bromacil,Turbidity_FNU,non_nondetect_status_vs_env,1233,0.21235890641207317,4.8708772952105965e-14,1.1288974437135147e-13,True
Bromacil,Turbidity_FNU,log10_value_vs_env_among_non_nondetects,574,0.03199923996317322,0.4441690969247511,0.4982990438164918,False
Bromacil,Specific_Conductance,non_nondetect_status_vs_env,5922,0.2053055024559501,2.1971068572930053e-57,1.087512690670156e-56,True
Bromacil,Specific_Conductance,log10_value_vs_env_among_non_nondetects,2558,0.30608908311523764,1.2883506987360133e-56,6.313559394303349e-56,True
Bromoxynil,Discharge_cfs,non_nondetect_status_vs_env,12482,-0.05212788912577256,5.634614673440678e-09,1.1144769986624634e-08,True
Bromoxynil,Discharge_cfs,log10_value_vs_env_among_non_nondetects,93,-0.18953875328629174,0.06881130330413823,0.08930057148165503,False
Bromoxynil,Water_Temperature_C,non_nondetect_status_vs_env,12590,-0.01929081237236965,0.030424819997782772,0.041738785094451294,True
Bromoxynil,Water_Temperature_C,log10_value_vs_env_among_non_nondetects,92,-0.018932343760783978,0.85783889081968,0.8810962538658861,False
Bromoxynil,Dissolved_Oxygen_mg_L,non_nondetect_status_vs_env,12473,-0.01562439960332051,0.0810014123097771,0.1037534344930175,False
Bromoxynil,Dissolved_Oxygen_mg_L,log10_value_vs_env_among_non_nondetects,90,-0.10411314400460742,0.32878973930406896,0.3837178829555781,False
Bromoxynil,pH,non_nondetect_status_vs_env,12425,-0.030613805778819763,0.0006427541495832871,0.0010311283995757944,True
Bromoxynil,pH,log10_value_vs_env_among_non_nondetects,85,-0.1675664704293764,0.12530723784782138,0.15623750541785322,False
Bromoxynil,Turbidity_FNU,non_nondetect_status_vs_env,3289,0.0511958226177037,0.0033153210375852487,0.004962904592737796,True
Bromoxynil,Turbidity_FNU,log10_value_vs_env_among_non_nondetects,50,0.1590941844907588,0.26978449119775694,0.3205521397223047,False
Bromoxynil,Specific_Conductance,non_nondetect_status_vs_env,12502,-0.005485604781267556,0.5396769308228562,0.5906464187339037,False
Bromoxynil,Specific_Conductance,log10_value_vs_env_among_non_nondetects,90,0.09013566243668798,0.3981831209505275,0.4539471922873491,False
CAAT,Discharge_cfs,non_nondetect_status_vs_env,11223,0.1247383421507741,3.695329910232995e-40,1.3787499854467803e-39,True
CAAT,Discharge_cfs,log10_value_vs_env_among_non_nondetects,5236,-0.004340699487721663,0.753505534691747,0.7862319403298419,False
CAAT,Water_Temperature_C,non_nondetect_status_vs_env,11315,0.12125370788591953,2.5286963940507867e-38,9.225059067185278e-38,True
CAAT,Water_Temperature_C,log10_value_vs_env_among_non_nondetects,5233,0.27928948735377046,2.2186859525103131e-94,1.8678680882244943e-93,True
CAAT,Dissolved_Oxygen_mg_L,non_nondetect_status_vs_env,11212,-0.011843430398790026,0.209854256644667,0.2539391189127727,False
CAAT,Dissolved_Oxygen_mg_L,log10_value_vs_env_among_non_nondetects,5194,-0.19876334611798774,1.99074204347794e-47,8.238995432041054e-47,True
CAAT,pH,non_nondetect_status_vs_env,11179,0.2642050951663262,6.805432239810452e-178,1.5234888082302944e-176,True
CAAT,pH,log10_value_vs_env_among_non_nondetects,5200,0.24329283928750364,6.1146374690803364e-71,3.606537668888702e-70,True
CAAT,Turbidity_FNU,non_nondetect_status_vs_env,2827,0.5086562079167333,6.4608022186382195e-186,1.6747079435154333e-184,True
CAAT,Turbidity_FNU,log10_value_vs_env_among_non_nondetects,1525,0.42705977691764985,1.2209932830944844e-68,6.9923161851631815e-68,True
CAAT,Specific_Conductance,non_nondetect_status_vs_env,11237,0.3139650606283226,1.58115968128245e-255,2.224917551518876e-253,True
CAAT,Specific_Conductance,log10_value_vs_env_among_non_nondetects,5227,0.2799622793722559,9.72749780264679e-95,8.259987358281971e-94,True
CEAT,Discharge_cfs,non_nondetect_status_vs_env,10932,0.1641059955225416,7.440297652032429e-67,4.1640302200295124e-66,True
CEAT,Discharge_cfs,log10_value_vs_env_among_non_nondetects,4625,0.08991465712714107,9.033381646441831e-10,1.827080271405586e-09,True
CEAT,Water_Temperature_C,non_nondetect_status_vs_env,11025,0.24512660251100543,1.4563425962819815e-150,2.5166622058557054e-149,True
CEAT,Water_Temperature_C,log10_value_vs_env_among_non_nondetects,4619,0.2842194544167063,1.4726268760860839e-86,1.0587864766020384e-85,True
CEAT,Dissolved_Oxygen_mg_L,non_nondetect_status_vs_env,10935,-0.16818916430778602,3.3923669281762294e-70,1.988977038246182e-69,True
CEAT,Dissolved_Oxygen_mg_L,log10_value_vs_env_among_non_nondetects,4590,-0.27768102017449375,4.829538733736501e-82,3.2142538194124686e-81,True
CEAT,pH,non_nondetect_status_vs_env,10890,-0.009453218959020687,0.32393637389235425,0.37940229284657423,False
CEAT,pH,log10_value_vs_env_among_non_nondetects,4553,0.05996443220138403,5.150561146261215e-05,8.83850649663292e-05,True
CEAT,Turbidity_FNU,non_nondetect_status_vs_env,2842,0.49203763260213706,3.394967753793872e-173,6.966756744764508e-172,True
CEAT,Turbidity_FNU,log10_value_vs_env_among_non_nondetects,1402,0.37988256358212896,2.336577841460524e-49,1.0050345737286534e-48,True
CEAT,Specific_Conductance,non_nondetect_status_vs_env,10959,0.03510005690087995,0.0002376899614211046,0.0003934867428567866,True
CEAT,Specific_Conductance,log10_value_vs_env_among_non_nondetects,4596,0.1077402390790982,2.4165879179104397e-13,5.548575988675485e-13,True
CIAT,Discharge_cfs,non_nondetect_status_vs_env,10943,0.165935321964514,2.1223801164520005e-68,1.2084071761301852e-67,True
CIAT,Discharge_cfs,log10_value_vs_env_among_non_nondetects,7065,0.2567448650042863,9.590082400304367e-107,9.446231164299802e-106,True
CIAT,Water_Temperature_C,non_nondetect_status_vs_env,11024,0.14474624844989015,1.0975132654835502e-52,4.9363039566269264e-52,True
CIAT,Water_Temperature_C,log10_value_vs_env_among_non_nondetects,7091,0.41648539950205904,1.254253479970845e-295,3.088599194428206e-293,True
CIAT,Dissolved_Oxygen_mg_L,non_nondetect_status_vs_env,10927,-0.08039151419799585,3.889871990464618e-17,9.700060533183922e-17,True
CIAT,Dissolved_Oxygen_mg_L,log10_value_vs_env_among_non_nondetects,7028,-0.29992786835562313,4.851675269132312e-146,8.099830745924283e-145,True
